,02D1,02D2,02G1,02G2,04D1,04D2,04G1,04G2,08D1,08D2,08G1,08G2,09D1,09D2,09G1,09G2,11D1,11D2,11G1,11G2,12D1,12D2,12G1,12G2,16D1,16D2,16G1,16G2,18D1,18D2,18G1,18G2,19G1,19G2,20D1,20D2,20G1,20G2,23D1,23D2,23G1,23G2,24D1,24D2,24G1,24G2,25D1,25D2,25G1,25G2,26D1,26D2,26G1,26G2,28D1,28D2,28G1,28G2,30D1,30D2,30G1,30G2,32D1,32D2,32G1,32G2,33D1,33D2,33G1,33G2,35D1,35D2,35G1,35G2,36D1,36D2,36G1,36G2,37D1,37D2,37G1,37G2,39D1,39D2,39G1,39G2,40D1,40D2,40G1,40G2,41D1,41D2,41G1,41G2
24D2,3.165940603,3.627702377,1.78623098,0.806705357,2.841648851,2.072972787,1.464502227,0.906723424,2.479726036,1.829093636,1.777819752,2.039549798,1.575211296,1.717071597,2.156248265,2.298278761,1.802916786,1.828704511,2.086384373,1.973531298,3.186138897,2.865580029,1.770795266,2.185029471,3.607651158,3.496686482,2.899433059,3.118474014,3.536247695,3.993521104,3.0239975,4.973913525,2.338207081,2.308597367,3.07653434,3.166836891,2.660155505,0.913674829,3.064608235,3.518378975,0.709019747,0.930359133,3.180439023,0,1.909895425,2.068304588,2.614870785,2.396900119,1.138374844,1.273805623,3.469058754,4.409702845,3.700435412,4.205546605,3.115527845,4.083349639,1.545932845,1.461570942,4.56524268,4.256858892,1.036607202,2.247422131,3.258732329,3.957726869,1.407593473,1.400397339,3.990104668,3.231398756,1.599744972,2.207694568,2.522728018,4.847098134,2.375207683,1.849663163,3.934750866,0.243879151,2.519855382,2.061041036,4.070211487,3.773818231,2.007551052,2.285301559,3.720386288,1.798608742,1.133465729,1.146033585,4.074416938,0.487758303,2.191057273,2.012349961,3.99029474,1.158425969,2.005975344,1.020398384
24G1,3.954643107,3.902066423,3.057961068,2.18620771,3.769960931,2.347336832,2.814663682,2.069830222,3.344439199,1.55472959,2.155466906,2.15466623,2.225817445,2.611673983,1.687699741,1.785722612,1.359802106,1.965524473,2.32737226,1.761690663,3.47634233,3.139944074,1.566379621,1.697903328,3.833915774,4.12073781,3.405475902,3.731910795,3.26188365,3.719157059,2.71521144,3.591694607,2.218457325,2.363511893,3.006190458,2.673245439,3.861836358,2.115649866,3.774751691,4.363054888,2.247649591,1.902394792,2.384882051,1.909895425,0,0.774308001,2.764182026,2.933373133,2.745785297,2.87717185,3.584548348,4.501652189,3.503841481,4.001221911,3.974237485,5.274479885,2.048826996,2.401678954,5.821028026,5.437888683,2.471874802,3.444617612,4.625562606,5.426793797,1.975572936,2.199370032,3.703511847,3.505762802,1.802633764,1.671841867,3.040515781,5.12146218,2.707988181,1.627299425,4.900689057,0.030484894,3.011594273,2.3469302,4.120407225,3.741845812,2.406495318,2.032343529,4.085515664,2.072972787,1.645191531,2.311412163,5.201410218,0.213394257,1.142000933,1.634580752,5.404614934,0.884061924,1.462596568,1.477321633
24G2,4.153383868,3.810611741,3.42815945,2.451754068,4.189905105,2.255882151,3.206323023,2.498769911,3.918445153,1.646184272,1.726597595,1.867091525,2.187778324,2.72057388,1.064304547,1.060166153,0.869939023,1.582014308,2.583983038,1.803885521,3.745110515,3.048489393,1.017607335,1.039643452,3.521833519,3.958456057,3.453378282,3.850532199,3.353338332,3.810611741,2.805476648,3.552216346,1.943795924,2.104155571,3.341754571,3.049676044,4.153903563,2.283758141,4.110215709,4.77221395,2.326718181,1.990627939,2.721280631,2.068304588,0.774308001,0,2.672683332,3.13355032,2.910457862,2.869918928,3.527618054,4.118242309,3.414775177,3.777282762,4.351856314,5.703553513,2.447758062,2.770669274,6.231578858,5.88984835,2.64234142,3.893530807,4.978253387,5.721004126,2.139093438,2.519776152,4.214306857,3.41430812,1.803680071,1.682536491,3.407980058,5.030007498,2.807187405,1.863294208,5.403970572,0.060969788,3.12934406,2.4708929,4.697431892,4.306668088,2.673499413,2.166680524,4.434322101,1.981518105,1.592003098,2.415967636,5.675640392,0.304848939,0.842810394,1.21327776,5.599293967,0.975516606,0.932673024,1.641900679
25D1,2.680594774,4.359339831,3.651885838,3.123439232,2.657988396,2.804610241,3.37054104,2.99346328,3.581760435,1.097456181,2.259708134,2.817278828,1.493127821,1.610367829,2.617743658,2.826965668,2.084630826,2.078006238,3.727602032,3.247211892,3.000533816,3.597217483,2.505363603,2.459305843,2.232222714,2.706194855,4.525312178,4.703857368,2.804610241,3.26188365,3.701764922,4.700509215,3.217167678,2.91591298,2.563398047,2.838098089,3.374242669,2.058624495,2.358684777,3.092538285,2.812007717,2.947851671,2.200533767,2.614870785,2.764182026,2.672683332,0,1.192302112,2.868547615,2.856708315,2.479671994,2.976195717,4.710208073,5.403999558,2.788850154,4.161105793,3.408916804,3.341404265,4.515100468,4.388835938,2.89248091,3.410242263,3.648474038,4.176897288,3.347771929,3.487361652,4.153613771,3.96303621,2.805114386,3.671214403,2.403856992,5.578735589,3.924913049,3.340495017,4.190136445,0.487758303,3.371745388,3.266421535,3.55926259,3.403346795,3.181698984,3.474991712,2.873161145,2.530246196,2.578399242,2.331870566,4.431983573,0.243879151,3.414667683,3.043435641,3.446700552,0.426788515,2.791630744,2.107948701
25D2,2.225527722,4.206915362,2.969364887,2.76947118,1.592191142,2.652185772,2.671770914,2.45929979,2.541812469,1.249880651,2.805761153,3.273013686,1.621905747,1.240693651,3.24704477,3.503958513,2.644342893,2.62753384,3.509123138,3.334162818,2.468533319,3.444793014,3.155520138,3.19431238,2.682276482,2.704004168,4.422350773,4.474245742,2.957034711,3.41430812,3.835746058,5.047294611,3.676733111,3.338114243,1.977048356,2.405066793,2.925905654,1.734714551,1.463156968,2.140740354,2.64770605,2.882935775,2.143934111,2.396900119,2.933373133,3.13355032,1.192302112,0,2.461542942,2.697293349,2.534386092,3.503552073,4.968107073,5.692917578,2.17510207,3.361063382,3.092252449,2.908899486,3.570308514,3.470514592,2.584181543,2.46646205,2.561558204,3.155860511,3.204409421,3.12901805,3.436366,3.810611741,2.873549119,3.809329024,1.498461457,5.426311119,3.824137782,3.274336394,3.249403357,0.335333833,3.31889497,3.32095761,2.556354577,2.512606506,3.103415938,3.50167139,2.208679643,2.377821726,2.674189087,2.082777552,3.222932959,0.091454682,3.771862229,3.464566771,2.691909037,0.579212985,3.285787613,2.062607072
25G1,3.564221555,4.908067922,2.17016307,1.656916235,2.785662829,3.353338332,1.874397781,1.507081831,2.416213661,0.548728091,2.127764336,2.854845548,2.256585336,2.168783108,3.066947718,3.100212413,2.720598465,2.709650975,3.07862109,3.062341772,3.811846598,4.145945574,2.465884812,2.999552372,3.954163552,3.679932255,3.854782722,3.972523037,2.255882151,2.713155559,4.072154463,6.618368283,3.229403772,3.245225881,3.629864401,3.866220781,2.092116796,1.034392883,3.196480518,3.497538925,0.74749758,1.176556861,3.806230003,1.138374844,2.745785297,2.910457862,2.868547615,2.461542942,0,0.652622718,3.812868727,4.661172112,4.69523407,5.236195747,2.839459638,3.612389468,2.116790251,1.840559435,3.768924287,3.500988694,0.557367141,1.713512628,2.670492405,3.357560961,2.356604073,2.242605602,4.530227306,4.511764301,2.608123852,3.222424397,2.893403514,6.127463679,3.383804822,2.81199909,3.96003996,1.036486393,3.314406647,3.004009004,4.123580336,4.029515909,3.013006822,3.411177161,4.100109765,3.078974287,1.885863826,1.223271207,3.67799138,0.792607242,2.99985138,3.022976162,3.302936341,0.121939576,2.932686993,1.417218962
25G2,3.784270141,4.999522604,2.553119721,1.855438348,3.237786507,3.444793014,2.28043071,1.911995136,3.001338658,0.457273409,1.798802333,2.743969203,2.255065783,2.302011388,2.866089922,2.845070893,2.586905062,2.537031262,3.25861911,3.117605635,4.080695863,4.237400256,2.254135704,2.792298127,3.801603286,3.615093876,3.878362588,4.062967314,2.164427469,2.621700878,4.173825155,6.822682133,3.143193564,3.14935212,3.941876095,4.171031293,2.518116677,1.289767745,3.516984644,3.885102145,0.730230032,1.183459897,4.060797917,1.273805623,2.87717185,2.869918928,2.856708315,2.697293349,0.652622718,0,3.882891096,4.465166705,4.681605175,5.119436847,3.255267359,4.053628457,2.354471257,2.112665132,4.215601467,4.00046284,0.800177043,2.286833503,3.084838158,3.682048613,2.478610293,2.494888118,4.960645207,4.603218983,2.649456088,3.26415181,3.256407609,6.218918361,3.460398785,2.973805215,4.457755539,1.127941075,3.448819986,3.123451566,4.657353761,4.538633719,3.180774906,3.489985997,4.444403926,3.170428968,1.882383635,1.399268291,4.184534956,0.884061924,2.935584157,2.885751929,3.517547954,0.213394257,2.794349119,1.5743301
26D1,2.641378406,0.670667666,3.617429094,3.928500759,3.417953346,2.225397257,3.775906383,3.82290097,4.455112066,6.127463679,3.108250116,2.912928519,2.531949216,2.46234492,3.293166897,3.571791717,3.049174646,2.711444566,3.529790377,3.229107821,2.262718691,1.432790015,3.505016971,3.310899858,1.438379286,1.319574013,4.2715859,4.136086296,7.834617739,8.291891148,3.489058384,3.24632223,3.23058119,2.911283054,2.257899339,2.589961393,3.568693029,2.911382896,3.570230209,4.254203766,3.849799099,3.989464257,3.280522539,3.469058754,3.584548348,3.527618054,2.479671994,2.534386092,3.812868727,3.882891096,0,1.873442737,4.319719102,4.928342014,4.1086704,5.279063203,4.717979153,4.688295558,5.262438761,5.199416488,4.083914432,4.515292118,4.545779364,4.747989961,3.279594911,3.495853763,3.512445273,1.066971287,2.732495786,3.565995026,2.507479234,0.548728091,3.646787798,3.12427467,4.340007116,4.542249195,2.87758669,3.169057287,3.729149893,3.15207913,3.898390951,3.894266485,2.889750906,2.499761302,2.785624634,2.647373322,4.945370888,4.786128346,4.127557887,3.3890114,4.112945279,5.456796013,3.183297664,3.138586994
26D2,3.997050418,0.091454682,5.082278304,4.997314381,4.756111623,1.463274908,5.143841636,5.039677629,5.907001585,5.365341331,3.280202096,3.710425914,3.355563037,3.528277068,3.613816593,3.740783146,3.63395373,3.323790401,4.858945158,4.290745354,3.766330912,0.670667666,4.030242106,3.761535492,1.002157371,1.594852542,5.326026813,5.358036601,7.072495391,7.5297688,4.685498083,3.698408145,4.053127975,3.738356981,3.653364193,3.896817741,4.821417065,3.897420103,4.673554184,5.424428087,4.598411528,4.723878621,4.397601415,4.409702845,4.501652189,4.118242309,2.976195717,3.503552073,4.661172112,4.465166705,1.873442737,0,5.27565818,5.532568208,5.265670999,6.476553223,5.71628796,5.692464324,6.375565724,6.400666561,4.878222015,5.712578116,5.680539039,5.806804207,4.453470214,4.823692656,4.894747597,0.304848939,3.806705434,4.552394321,3.872990473,1.310850439,4.81352683,4.38054771,5.931590893,3.780126847,4.227361183,4.417874936,5.186670395,4.803434233,5.080048076,4.931140643,4.393968795,1.737638954,3.678511135,3.665802694,6.371497482,4.024005998,4.717287126,3.96221641,4.905825968,4.694673665,3.699764,4.010796076
26G1,4.083566138,3.26188365,3.578477572,3.545873423,5.160183428,4.81661324,3.817334951,3.888313109,5.2516177,8.718679663,3.995524124,2.24772916,3.699052159,4.026151182,2.999576402,3.289528325,3.122691515,2.837915793,2.020056731,1.935625307,4.095375494,4.024005998,3.184000366,2.945805849,4.76869054,4.97419158,1.699655435,1.865435789,10.42583372,10.88310713,1.380429081,2.007829077,1.851811521,1.888530351,4.656301677,4.574134664,4.782575975,4.172304214,5.321790621,5.772435304,4.239757349,4.174161727,4.632466007,3.700435412,3.503841481,3.414775177,4.710208073,4.968107073,4.69523407,4.681605175,4.319719102,5.27565818,0,1.139061417,5.529258079,6.40990889,4.28078718,4.499591726,7.108179681,6.777241575,4.677749085,5.59545124,6.33045387,6.759684458,2.393205579,2.754078847,5.605692127,3.658187271,2.314115647,1.916119912,4.736012885,2.042487893,1.621584915,2.230691782,5.232210539,7.133465179,2.021793183,1.788416138,6.092135493,5.260227581,2.671452095,2.315836453,4.69195548,5.090977286,3.113123173,3.967281958,6.672374975,7.37734433,3.338134432,2.43044229,6.476928848,8.048011997,2.749493491,4.080819463
26G2,4.980864702,3.170428968,4.317753335,4.003435124,6.092712161,4.725158559,4.46077982,4.461856098,5.926277856,8.627224981,4.367528304,3.033964282,4.172144742,4.597573662,3.212010962,3.455397901,3.498779244,3.293614686,2.757149489,2.533883831,4.435416721,3.932551317,3.83741039,3.481453134,4.99132052,5.179046469,2.039705069,2.447584915,10.33437904,10.79165245,2.163737135,1.726445989,2.63998277,2.547733151,4.961617969,4.6871085,6.075889758,4.788270978,6.073305753,6.64337301,4.687706804,4.610411735,5.193105734,4.205546605,4.001221911,3.777282762,5.403999558,5.692917578,5.236195747,5.119436847,4.928342014,5.532568208,1.139061417,0,6.705751851,7.647521167,4.630778422,4.87159097,8.397694331,8.098539864,5.147532899,6.217927359,6.974757524,7.413816173,3.082250972,3.468476418,5.477632658,3.566732589,2.961848883,2.520779744,5.138672739,1.951033211,2.25226256,3.018714545,6.408223321,7.042010497,3.015126202,2.747597393,6.906326825,6.106392827,3.30119378,2.641403567,5.649787921,4.999522604,3.722993653,4.644728167,7.413494452,7.285889648,3.631681149,2.721811039,7.550826188,7.956557315,3.099943718,4.647580153
28D1,2.65918666,5.12146218,3.129268321,3.247436775,1.616337064,3.566732589,2.794670352,2.813432283,1.891845792,0.335333833,4.04590421,4.019674745,2.866198964,2.30664923,4.568983788,4.817080716,3.873805515,3.784937803,4.215835724,4.343436845,3.7080891,4.359339831,3.846941026,4.13121912,4.501695629,4.403239157,5.097647627,5.047452669,2.042487893,2.499761302,4.495485049,6.246164178,4.317968647,4.18144979,3.522248789,3.968687586,2.364562686,2.579830984,1.917898769,1.845791879,3.274219982,3.584210935,3.101549792,3.115527845,3.974237485,4.351856314,2.788850154,2.17510207,2.839459638,3.255267359,4.1086704,5.265670999,5.529258079,6.705751851,0,1.572871715,3.432988256,3.099129376,2.552533395,2.264849458,3.010473739,1.867664477,1.399454003,2.107504849,4.007297757,3.705149046,4.710506113,4.725158559,3.934600692,4.820293725,2.917623132,6.340857937,4.598317704,4.189117295,2.509678527,1.249880651,3.84543577,3.817286389,3.12923531,3.206541858,3.369149261,4.364115698,2.617868435,3.292368544,3.74144248,2.943452903,1.851496731,1.0060015,4.847403496,4.666242311,2.394430337,0.335333833,4.556750336,3.039639928
28D2,3.472821818,5.578735589,3.645794942,3.998732807,2.204694212,4.024005998,3.352047012,3.62283007,2.261415761,0.121939576,5.320529908,5.15227182,4.20036823,3.617402645,5.891968034,6.130662443,5.06382837,4.949910283,5.096331728,5.456608512,4.533673267,4.81661324,5.054551145,5.381061726,5.686487676,5.379767157,5.788653396,5.661703626,1.585214484,2.042487893,5.457879391,7.738460519,5.438152919,5.280152496,4.503611209,4.977197982,2.958039596,3.761974018,2.655459433,2.090092347,4.153956558,4.528924936,4.635929061,4.083349639,5.274479885,5.703553513,4.161105793,3.361063382,3.612389468,4.053628457,5.279063203,6.476553223,6.40990889,7.647521167,1.572871715,0,4.165659463,3.723315949,1.806041436,1.56638553,3.812165415,2.209402028,1.11903804,1.528932042,4.95095698,4.512197993,5.399823919,5.182431967,5.089487303,5.92580903,3.731405741,6.798131346,5.455785423,5.279390745,2.326495325,1.70715406,4.700986377,4.737081292,3.75228915,3.963123237,4.142691588,5.38081677,3.477896474,3.749641953,4.918987995,4.070258214,1.022214868,1.463274908,6.046199452,5.883174398,2.401380991,0.792607242,5.852640055,4.29912342
28G1,3.977516008,5.395826225,2.479354393,1.236783182,3.203889274,3.841096635,1.960449873,1.178343527,2.305449644,0.060969788,2.925999704,3.228975437,2.575151882,2.713750371,2.865449951,2.977767554,2.492218681,2.86690457,2.562028875,2.57148132,3.882618873,4.633703877,2.69089209,3.007759748,4.859239851,4.871654301,3.337954567,3.676168885,1.768123848,2.225397257,3.510026033,5.18232047,3.383696353,3.337679595,3.620005725,3.514063631,3.721104335,2.168154457,3.243331384,3.493235732,1.719190864,1.613246286,3.26302243,1.545932845,2.048826996,2.447758062,3.408916804,3.092252449,2.116790251,2.354471257,4.717979153,5.71628796,4.28078718,4.630778422,3.432988256,4.165659463,0,0.52778837,4.869683486,4.476032948,1.692451656,2.318422229,3.677592794,4.56193062,2.281509693,2.086597312,4.214706159,4.999522604,2.57213172,2.723030935,3.102848485,6.615221982,2.931236202,2.521966873,4.181790393,1.524244696,3.488610045,2.916908494,4.183333408,4.050632717,2.069667987,2.35007817,4.21933143,3.566732589,2.411942171,2.572817799,4.324904916,1.280365545,2.398942457,2.702975963,4.775120478,0.609697879,2.777452287,1.955847244
28G2,3.775432774,5.456796013,2.28811526,1.128164687,2.883255356,3.902066423,1.718208851,1.043599954,2.012954984,0,2.973809923,3.34182161,2.505876971,2.545232045,3.088381113,3.217422284,2.698480442,2.965420872,2.700323454,2.789684928,3.819879766,4.694673665,2.858016125,3.211860577,4.81042478,4.738782448,3.422318379,3.706735366,1.70715406,2.164427469,3.709975274,5.600558854,3.545065323,3.463313832,3.598113921,3.598113853,3.444420377,2.025854656,2.965071637,3.152465941,1.58056019,1.637639351,3.390267645,1.461570942,2.401678954,2.770669274,3.341404265,2.908899486,1.840559435,2.112665132,4.688295558,5.692464324,4.499591726,4.87159097,3.099129376,3.723315949,0.52778837,0,4.435313068,4.063647486,1.46699477,1.921114194,3.222946115,4.095906247,2.388771402,2.12779904,4.239565321,5.060492392,2.692808537,3.018787015,2.94768885,6.67619177,3.051362228,2.73360628,3.879365227,1.585214484,3.503383568,3.015435628,4.069284242,3.992349181,2.143343037,2.59940395,4.070502143,3.627702377,2.491668888,2.453522796,3.927416597,1.341335333,2.779264148,2.950638132,4.331940652,0.670667666,3.019935741,1.990189393
30D1,4.17324398,6.371342831,4.192047963,4.66454435,2.639794012,4.81661324,4.014537383,4.235440189,3.014098215,0.914546818,5.602021869,5.644100355,4.924349592,4.350515027,6.488785575,6.638939159,5.526678452,5.437935299,5.803633692,6.142044429,4.881686624,5.609220482,5.549016009,5.905531339,5.727811316,5.221069886,6.588895432,6.410998223,0.792607242,1.249880651,6.201920942,9.331104334,6.013412819,5.861092101,4.739783564,5.243572342,2.918144861,4.103167028,3.320702231,2.876015854,4.46103879,4.816384392,5.511220761,4.56524268,5.821028026,6.231578858,4.515100468,3.570308514,3.768924287,4.215601467,5.262438761,6.375565724,7.108179681,8.397694331,2.552533395,1.806041436,4.869683486,4.435313068,0,0.602898229,4.071034864,2.566618408,1.610575301,1.696987045,5.472340567,5.064147554,5.44665453,5.97503921,5.692933732,6.479151582,3.912768067,7.590738588,6.198633515,5.81438615,3.009975246,2.499761302,5.2769957,5.360061614,3.695767764,4.07005409,5.078080086,6.280737028,4.160728003,4.542249195,5.281367355,4.283443605,1.716719681,2.255882151,6.501062626,6.477384167,1.921203989,1.585214484,6.3825044,4.647877018
30D2,4.055609156,6.340857937,3.876738202,4.33229487,2.49469934,4.786128346,3.682047355,3.863066353,2.575417686,0.884061924,5.374013836,5.361469234,4.701735068,4.14415217,6.20778293,6.356731591,5.269059479,5.209950843,5.458276326,5.810363342,4.777735615,5.578735589,5.242038385,5.620138673,5.733555976,5.288699922,6.299130149,6.133336492,0.823092136,1.280365545,5.879492787,8.768567907,5.703453394,5.592056203,4.632583095,5.095414893,2.637181572,3.826177285,3.224029264,2.776116186,4.171495623,4.491288458,5.191083366,4.256858892,5.437888683,5.88984835,4.388835938,3.470514592,3.500988694,4.00046284,5.199416488,6.400666561,6.777241575,8.098539864,2.264849458,1.56638553,4.476032948,4.063647486,0.602898229,0,3.770563102,2.173655437,1.518169345,1.882781865,5.141129156,4.714264322,5.360050998,5.944554316,5.392343197,6.121226091,3.829583943,7.560253694,5.886752854,5.456238474,2.800886806,2.469276408,5.006646604,5.038738037,3.568607899,3.887409027,4.741744887,5.936423736,4.019517836,4.511764301,4.985843179,4.026800947,1.568732119,2.225397257,6.136403563,6.171597985,2.210769627,1.55472959,6.080171775,4.328848901
30G1,3.813657142,5.578735589,2.374865936,1.512758777,2.984758095,4.024005998,1.987542445,1.389002961,2.455284552,0.121939576,2.070066848,2.903879266,2.290984742,2.317167733,2.886691375,2.887293497,2.528504006,2.662856866,3.057777723,2.974679691,3.987529471,4.81661324,2.310552342,2.849606857,4.154593308,4.01191854,3.841622323,4.046032766,1.585214484,2.042487893,4.046300617,6.503934149,3.247964165,3.269816533,3.735573392,3.882228101,2.586653877,1.19572667,3.269244358,3.577107091,0.509767525,0.811673968,3.69518236,1.036607202,2.471874802,2.64234142,2.89248091,2.584181543,0.557367141,0.800177043,4.083914432,4.878222015,4.677749085,5.147532899,3.010473739,3.812165415,1.692451656,1.46699477,4.071034864,3.770563102,0,1.803485726,2.96761871,3.737996347,2.355158947,2.265617219,4.615879727,5.182431967,2.606970053,3.094651043,3.051369407,6.798131346,3.373129423,2.769395908,4.20914061,1.70715406,3.480285262,3.063947805,4.239718561,4.17128505,2.899926552,3.230866791,4.284842433,3.749641953,1.9007768,1.511935728,3.956156366,1.463274908,2.680147239,2.859487018,3.704922732,0.792607242,2.777342034,1.294282304
30G2,3.536212723,5.82261474,2.355465376,2.28650881,1.881070166,4.26788515,1.938566709,1.796324627,1.102579254,0.365818727,3.606314122,4.086120975,3.008337633,2.634058764,4.250046083,4.386910354,3.80246282,3.87031742,3.649422165,3.896108739,3.836266545,5.060492392,3.779202072,4.231434222,4.890926773,4.504627646,4.543395645,4.552527341,1.341335333,1.798608742,4.687741121,6.92332466,4.395817723,4.34259067,3.519934032,3.806215066,2.229605056,2.056175244,2.480220971,2.380559038,2.203417635,2.472486795,3.729193454,2.247422131,3.444617612,3.893530807,3.410242263,2.46646205,1.713512628,2.286833503,4.515292118,5.712578116,5.59545124,6.217927359,1.867664477,2.209402028,2.318422229,1.921114194,2.566618408,2.173655437,1.803485726,0,1.622555273,2.585847484,3.26986151,2.877950305,4.059727798,5.426311119,3.553703139,4.170524519,2.620402017,7.042010497,4.090717411,3.602171302,2.941609193,1.951033211,3.980436877,3.771167869,3.118635246,3.333225404,3.303368975,3.965998909,3.660097438,3.993521104,3.144275652,2.412514661,2.350994872,1.70715406,4.073561023,4.182139031,2.881624513,1.036486393,4.125513381,2.432100509
32D1,3.165699441,4.938552816,2.96474596,3.316592003,1.541164188,3.383823226,2.70779742,2.969955711,2.015450438,0.518243197,4.380297727,4.762104395,3.437618306,2.857151799,5.104035166,5.311907411,4.675954794,4.523275923,4.472676426,4.763557134,3.854794814,4.176430468,4.677916084,5.065870489,4.854040232,4.259223197,5.182865013,5.064704565,2.225397257,2.682670666,5.370684686,7.684765847,5.111126729,4.961223583,3.683541049,4.216422597,2.263578849,2.854096178,2.213954222,1.919278883,3.278856361,3.6989023,4.295586591,3.258732329,4.625562606,4.978253387,3.648474038,2.561558204,2.670492405,3.084838158,4.545779364,5.680539039,6.33045387,6.974757524,1.399454003,1.11903804,3.677592794,3.222946115,1.610575301,1.518169345,2.96761871,1.622555273,0,1.020221243,4.181406401,3.804519316,4.287086164,4.542249195,4.314929186,5.198862007,2.689860024,6.157948573,4.808809039,4.559377236,2.464575928,1.066971287,4.407491787,4.458382024,3.17694846,3.49989245,4.045633751,4.843945131,3.344546096,3.10945918,4.029672066,3.098722296,1.33302227,0.823092136,5.30794502,5.102483013,1.496530192,0.15242447,5.046797144,3.470786236
32D2,3.296059253,3.902066423,3.462004702,4.023607112,2.158931189,2.347336832,3.336193983,3.762727613,2.911498854,1.55472959,4.948830251,5.23192642,3.973093844,3.35494889,5.716803914,5.943851842,5.327256532,5.047282274,5.028828596,5.355507604,4.152446482,3.139944074,5.309775446,5.668966025,5.033588941,4.288911855,5.598284136,5.398290145,3.26188365,3.719157059,5.861944533,8.402815224,5.587855298,5.408109272,4.154865983,4.780925226,2.563289529,3.524551309,2.786656421,2.495016976,3.988451772,4.45934381,4.997999491,3.957726869,5.426793797,5.721004126,4.176897288,3.155860511,3.357560961,3.682048613,4.747989961,5.806804207,6.759684458,7.413816173,2.107504849,1.528932042,4.56193062,4.095906247,1.696987045,1.882781865,3.737996347,2.585847484,1.020221243,0,4.760094119,4.404838744,4.763190921,3.505762802,4.862908881,5.830561317,3.200805583,5.12146218,5.291297026,5.176953783,2.638552082,0.030484894,4.747321135,4.939625621,3.749375599,4.010120721,4.661439101,5.485303395,3.603145267,2.072972787,4.626006922,3.656487622,1.540474183,0.213394257,6.070918179,5.713883195,1.009678403,0.884061924,5.669370002,4.219509973
32G1,3.169034942,0.914546818,1.640343818,1.380996878,3.478514399,0.640182772,1.71920362,1.610538814,3.130456166,4.542249195,2.364603413,1.472652773,2.055040178,2.255093159,2.084264066,2.338266151,1.924257038,1.773928445,0.917630813,0.9886733,2.815786327,0.15242447,2.050015169,2.19149624,3.710241626,3.562718175,1.864124845,2.019852695,6.249403255,6.706676664,1.873595692,3.241508891,1.511681587,1.541281133,3.028135071,2.972842764,3.168089798,1.928513893,3.773210675,4.258776844,1.976809446,1.977533184,3.399373519,1.407593473,1.975572936,2.139093438,3.347771929,3.204409421,2.356604073,2.478610293,3.279594911,4.453470214,2.393205579,3.082250972,4.007297757,4.95095698,2.281509693,2.388771402,5.472340567,5.141129156,2.355158947,3.26986151,4.181406401,4.760094119,0,0.607990156,3.711353474,0.518243197,0.823014615,1.171087221,2.784593415,2.133942575,1.206800638,0.749918014,4.089405762,2.957034711,1.493788304,0.862431542,4.407943448,3.794186381,1.6661938,1.644552634,3.758113833,0.914546818,1.151589411,1.799212261,4.706803653,3.200913862,2.131330001,1.567781205,4.902287624,3.871581529,1.737343518,1.926672039
32G2,3.011338587,1.097456181,1.126538188,1.15299067,3.115373407,0.457273409,1.213933359,1.272336108,2.643983804,4.359339831,2.745967728,2.015163351,2.194107224,2.235356855,2.578396987,2.841707798,2.341492332,2.224080314,0.928201608,1.403647136,2.701067888,0.335333833,2.495028589,2.68875152,4.026256505,3.766410006,1.955940161,2.003883457,6.066493891,6.5237673,2.108635251,3.524790635,2.079583815,2.058277993,2.934987766,2.925823634,2.939908639,1.918863333,3.50230627,3.887536067,1.9888613,2.053598336,3.402374364,1.400397339,2.199370032,2.519776152,3.487361652,3.12901805,2.242605602,2.494888118,3.495853763,4.823692656,2.754078847,3.468476418,3.705149046,4.512197993,2.086597312,2.12779904,5.064147554,4.714264322,2.265617219,2.877950305,3.804519316,4.404838744,0.607990156,0,3.489301012,0.70115256,1.272559638,1.64719328,2.560810019,2.316851938,1.373350729,1.098345136,3.58872131,2.774125347,1.602748024,1.134480814,4.082387952,3.498440557,1.527303546,1.797323545,3.534279266,0.731637454,1.532085318,1.859778793,4.242026955,3.018004499,2.518876662,2.103921903,4.653511242,3.688672165,2.263772706,2.032777615
33D1,3.52959759,0.060969788,3.37960875,3.901794043,3.36683466,1.615699378,3.397509388,3.5379043,3.220071968,5.517765801,4.855538494,5.084818212,3.427869187,3.123787729,4.487447766,4.895557955,4.568457356,4.620340297,3.3187935,3.553617029,2.107086512,0.823092136,5.488036892,5.281399602,4.222916146,3.93878684,4.310972982,4.106913219,7.224919861,7.682193269,4.382941084,1.041530166,5.278674288,4.859737493,1.670225048,1.518797295,5.132247236,3.738106953,3.376081424,3.732063975,4.580526076,4.646711958,2.31971412,3.990104668,3.703511847,4.214306857,4.153613771,3.436366,4.530227306,4.960645207,3.512445273,4.894747597,5.605692127,5.477632658,4.710506113,5.399823919,4.214706159,4.239565321,5.44665453,5.360050998,4.615879727,4.059727798,4.287086164,4.763190921,3.711353474,3.489301012,0,0.457273409,3.488095231,4.003362629,2.175869811,1.158425969,3.730119447,3.389246211,3.858175899,3.932551317,4.283527778,4.497675706,2.191821905,1.793502559,4.377710248,3.545205234,2.777616161,1.890063423,3.960955342,3.856800155,3.91015184,4.176430468,4.740440564,4.355464294,5.124909911,4.847098134,4.329516637,3.871355456
